Date,Heure,Type_date,Temoin_PAR,Temoin_PAR_DHI,Temoin_GHI,Interrang_GHI,Intermediaire_GHI,Panneaux_GHI,,,
11/5/2023,16:30,60_diffus,31,29.2,0.0,0.0,0.0,0.0,,,
11/5/2023,16:45,60_diffus,10,8.8,0.0,0.0,0.0,0.0,,,
11/5/2023,17:00,60_diffus,0.2,1,0.0,0.0,0.0,0.0,,,
11/5/2023,17:15,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,17:30,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,17:45,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,18:00,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,18:15,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,18:30,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,18:45,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,19:00,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,19:15,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,19:30,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,19:45,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,20:00,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,20:15,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,20:30,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,20:45,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,21:00,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,21:15,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,21:30,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,21:45,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,22:00,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,22:15,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,22:30,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,22:45,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,23:00,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,23:15,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,23:30,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
11/5/2023,23:45,60_diffus,0,0,0.0,0.0,0.0,0.0,,,
