Time	Global	Diffuse	Temp	V05	V06	V07	V08	V09	V10	V11	V12	V13
18786600	737.18	160.75	29.82	0.00	7.28	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18790200	834.46	164.96	30.11	0.00	7.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18793800	880.38	166.88	31.44	0.00	9.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18797400	869.54	165.56	32.39	0.00	10.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18801000	802.68	161.41	32.01	0.00	9.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18804600	686.68	155.98	31.54	0.00	9.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18808200	531.30	151.40	31.06	0.00	8.63	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18811800	351.23	143.90	30.87	0.00	8.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18815400	169.32	111.18	29.35	0.00	6.76	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18819000	32.32	29.95	28.40	0.00	5.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18822600	0.00	0.00	27.44	0.00	24.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18826200	0.00	0.00	26.49	0.00	23.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18829800	0.00	0.00	25.86	0.00	22.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18833400	0.00	0.00	24.89	0.00	21.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18837000	0.00	0.00	24.47	0.00	21.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18840600	0.00	0.00	24.12	0.00	20.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18844200	0.00	0.00	23.75	0.00	20.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18847800	0.00	0.00	23.86	0.00	20.68	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18851400	0.00	0.00	23.70	0.00	20.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18855000	2.51	2.51	23.61	0.00	20.41	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18858600	74.76	64.47	23.50	0.00	0.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18862200	233.34	135.06	22.78	0.00	-0.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18865800	417.50	156.16	24.97	0.00	1.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18869400	589.98	160.24	26.21	0.00	3.33	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18873000	732.12	162.72	26.87	0.00	4.06	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18876600	831.73	165.14	28.87	0.00	6.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18880200	880.16	165.73	29.44	0.00	6.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18883800	871.25	163.39	32.58	0.00	10.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18887400	805.90	157.87	32.68	0.00	10.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18891000	692.05	149.82	32.78	0.00	10.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18894600	539.03	141.54	33.16	0.00	10.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18898200	360.54	131.88	33.06	0.00	10.81	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18901800	177.17	104.89	32.39	0.00	10.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18905400	32.78	29.66	30.49	0.00	8.00	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18909000	0.00	0.00	28.78	0.00	26.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18912600	0.00	0.00	28.40	0.00	25.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18916200	0.00	0.00	28.43	0.00	25.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18919800	0.00	0.00	27.69	0.00	24.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18923400	0.00	0.00	26.93	0.00	24.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18927000	0.00	0.00	26.45	0.00	23.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18930600	0.00	0.00	26.05	0.00	23.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18934200	0.00	0.00	25.58	0.00	22.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18937800	0.00	0.00	25.00	0.00	21.92	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18941400	2.54	2.54	24.60	0.00	21.48	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18945000	90.98	64.21	24.18	0.00	1.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18948600	268.97	104.03	24.11	0.00	1.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18952200	456.96	116.71	26.68	0.00	3.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18955800	628.08	128.20	28.87	0.00	6.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18959400	765.39	141.13	30.20	0.00	7.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18963000	857.80	151.92	32.01	0.00	9.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18966600	899.13	157.37	33.73	0.00	11.53	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18970200	887.04	156.10	35.06	0.00	12.99	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18973800	822.40	148.56	35.73	0.00	13.71	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18977400	709.23	136.99	36.20	0.00	14.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18981000	557.21	123.89	34.87	0.00	12.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18984600	379.40	110.50	32.87	0.00	10.60	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18988200	193.43	90.12	31.63	0.00	9.25	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18991800	37.27	30.18	30.49	0.00	8.00	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18995400	0.00	0.00	28.20	0.00	25.41	0.00	0.00	1.00	0.00	43.735	4.567	0.00
18999000	0.00	0.00	27.16	0.00	24.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19002600	0.00	0.00	27.67	0.00	24.83	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19006200	0.00	0.00	26.53	0.00	23.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19009800	0.00	0.00	25.67	0.00	22.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19013400	0.00	0.00	25.10	0.00	22.03	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19017000	0.00	0.00	24.70	0.00	21.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19020600	0.00	0.00	24.43	0.00	21.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19024200	0.00	0.00	24.13	0.00	20.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19027800	2.14	2.14	23.99	0.00	20.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19031400	84.60	63.63	23.88	0.00	0.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19035000	255.27	113.70	25.25	0.00	2.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19038600	437.82	131.61	27.54	0.00	4.79	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19042200	604.76	143.22	28.97	0.00	6.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19045800	740.76	153.22	29.16	0.00	6.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19049400	834.41	160.80	31.16	0.00	8.73	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19053000	877.17	164.59	30.97	0.00	8.52	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19056600	865.78	163.30	31.06	0.00	8.63	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19060200	801.11	157.23	30.30	0.00	7.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19063800	687.69	148.48	31.35	0.00	8.94	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19067400	535.14	139.12	29.73	0.00	7.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19071000	357.60	127.74	29.63	0.00	7.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19074600	174.91	100.46	28.59	0.00	5.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19078200	30.98	27.30	27.54	0.00	4.79	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19081800	0.00	0.00	26.68	0.00	23.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19085400	0.00	0.00	26.30	0.00	23.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19089000	0.00	0.00	27.08	0.00	24.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19092600	0.00	0.00	26.32	0.00	23.36	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19096200	0.00	0.00	25.82	0.00	22.81	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19099800	0.00	0.00	25.40	0.00	22.35	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19103400	0.00	0.00	25.06	0.00	21.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19107000	0.00	0.00	25.19	0.00	22.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19110600	0.00	0.00	25.06	0.00	21.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19114200	1.81	1.81	25.19	0.00	22.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19117800	82.55	62.33	25.14	0.00	2.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19121400	255.13	111.07	25.25	0.00	2.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19125000	440.38	126.64	26.30	0.00	3.44	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19128600	610.15	136.96	28.59	0.00	5.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19132200	748.35	146.98	30.01	0.00	7.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19135800	843.52	155.10	31.35	0.00	8.94	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19139400	888.16	158.83	32.68	0.00	10.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19143000	876.78	157.31	34.20	0.00	12.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19146600	809.80	151.10	34.11	0.00	11.95	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19150200	694.13	141.93	34.20	0.00	12.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19153800	540.15	131.84	35.16	0.00	13.09	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19157400	361.52	120.36	33.44	0.00	11.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19161000	176.68	96.16	32.49	0.00	10.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19164600	30.18	26.04	31.73	0.00	9.35	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19168200	0.00	0.00	30.30	0.00	27.70	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19171800	0.00	0.00	28.40	0.00	25.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19175400	0.00	0.00	29.24	0.00	26.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19179000	0.00	0.00	28.34	0.00	25.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19182600	0.00	0.00	27.58	0.00	24.74	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19186200	0.00	0.00	26.89	0.00	23.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19189800	0.00	0.00	26.45	0.00	23.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19193400	0.00	0.00	26.05	0.00	23.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19197000	0.00	0.00	25.69	0.00	22.67	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19200600	1.58	1.58	25.40	0.00	22.35	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19204200	81.82	60.89	25.10	0.00	2.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19207800	253.40	109.81	26.11	0.00	3.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19211400	436.35	127.80	27.35	0.00	4.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19215000	603.59	139.97	29.82	0.00	7.28	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19218600	737.33	152.08	30.59	0.00	8.11	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19222200	825.63	162.74	31.54	0.00	9.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19225800	862.48	169.42	31.92	0.00	9.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19229400	848.52	169.57	32.39	0.00	10.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19233000	784.38	163.78	31.73	0.00	9.35	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19236600	671.68	155.60	31.63	0.00	9.25	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19240200	519.21	147.17	31.44	0.00	9.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19243800	341.04	136.11	30.39	0.00	7.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19247400	159.91	102.63	28.87	0.00	6.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19251000	25.46	23.10	27.16	0.00	4.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19254600	0.00	0.00	26.49	0.00	23.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19258200	0.00	0.00	25.54	0.00	22.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19261800	0.00	0.00	25.06	0.00	21.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19265400	0.00	0.00	23.69	0.00	20.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19269000	0.00	0.00	23.64	0.00	20.44	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19272600	0.00	0.00	23.33	0.00	20.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19276200	0.00	0.00	23.21	0.00	19.97	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19279800	0.00	0.00	23.17	0.00	19.92	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19283400	0.00	0.00	23.15	0.00	19.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19287000	1.24	1.24	23.04	0.00	19.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19290600	73.41	59.47	22.87	0.00	-0.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19294200	240.88	117.69	22.11	0.00	-1.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19297800	426.68	134.27	23.06	0.00	-0.09	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19301400	598.38	141.99	22.30	0.00	-0.92	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19305000	738.65	149.55	24.11	0.00	1.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19308600	835.23	156.26	25.92	0.00	3.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19312200	879.94	159.56	28.30	0.00	5.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19315800	868.64	157.90	29.25	0.00	6.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19319400	802.43	151.40	30.11	0.00	7.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19323000	686.54	142.34	30.87	0.00	8.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19326600	530.87	133.53	29.44	0.00	6.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19330200	349.67	124.18	29.73	0.00	7.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19333800	164.17	97.61	28.30	0.00	5.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19337400	25.04	25.04	27.06	0.00	4.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19341000	0.00	0.00	25.25	0.00	22.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19344600	0.00	0.00	24.11	0.00	20.95	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19348200	0.00	0.00	25.56	0.00	22.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19351800	0.00	0.00	24.89	0.00	21.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19355400	0.00	0.00	24.24	0.00	21.09	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19359000	0.00	0.00	23.70	0.00	20.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19362600	0.00	0.00	23.06	0.00	19.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19366200	0.00	0.00	22.47	0.00	19.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19369800	0.00	0.00	21.90	0.00	18.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19373400	1.16	1.16	21.48	0.00	18.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19377000	82.29	57.44	21.14	0.00	-2.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19380600	262.38	95.65	19.35	0.00	-4.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19384200	455.13	106.33	21.25	0.00	-2.06	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19387800	630.74	118.64	22.59	0.00	-0.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19391400	772.24	133.56	24.21	0.00	1.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19395000	868.10	146.18	25.82	0.00	2.92	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19398600	910.96	152.46	25.73	0.00	2.81	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19402200	895.34	150.69	26.49	0.00	3.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19405800	822.27	142.67	27.82	0.00	5.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19409400	699.24	132.78	28.78	0.00	6.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19413000	537.50	124.93	28.78	0.00	6.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19416600	351.49	118.52	28.59	0.00	5.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19420200	162.47	95.43	28.11	0.00	5.41	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19423800	23.42	23.42	26.68	0.00	3.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19427400	0.00	0.00	24.49	0.00	21.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19431000	0.00	0.00	23.25	0.00	20.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19434600	0.00	0.00	24.39	0.00	21.25	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19438200	0.00	0.00	23.50	0.00	20.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19441800	0.00	0.00	22.85	0.00	19.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19445400	0.00	0.00	22.49	0.00	19.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19449000	0.00	0.00	22.05	0.00	18.71	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19452600	0.00	0.00	21.67	0.00	18.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19456200	0.00	0.00	21.44	0.00	18.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19459800	0.90	0.90	21.27	0.00	17.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19463400	76.26	56.84	21.06	0.00	-2.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19467000	252.67	101.80	20.21	0.00	-3.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19470600	445.94	111.47	22.02	0.00	-1.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19474200	623.17	120.97	24.30	0.00	1.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19477800	765.89	134.22	25.63	0.00	2.71	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19481400	862.10	146.13	26.97	0.00	4.16	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19485000	904.97	152.14	28.20	0.00	5.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19488600	893.27	150.26	29.35	0.00	6.76	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19492200	828.17	140.65	30.49	0.00	8.00	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19495800	713.22	125.46	31.54	0.00	9.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19499400	555.51	109.65	31.63	0.00	9.25	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19503000	368.59	98.58	32.58	0.00	10.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19506600	175.31	82.62	31.73	0.00	9.35	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19510200	25.18	25.18	29.73	0.00	7.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19513800	0.00	0.00	26.49	0.00	23.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19517400	0.00	0.00	24.87	0.00	21.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19521000	0.00	0.00	25.77	0.00	22.76	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19524600	0.00	0.00	24.55	0.00	21.43	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19528200	0.00	0.00	23.59	0.00	20.38	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19531800	0.00	0.00	23.04	0.00	19.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19535400	0.00	0.00	22.74	0.00	19.46	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19539000	0.00	0.00	22.37	0.00	19.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19542600	0.00	0.00	21.92	0.00	18.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19546200	0.71	0.71	21.48	0.00	18.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19549800	74.50	55.46	21.04	0.00	-2.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19553400	248.84	102.37	22.49	0.00	-0.71	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19557000	439.14	114.79	25.63	0.00	2.71	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19560600	613.69	124.78	27.63	0.00	4.89	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19564200	753.74	137.23	27.92	0.00	5.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19567800	847.22	148.19	28.97	0.00	6.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19571400	888.02	153.76	29.25	0.00	6.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19575000	873.32	152.65	29.82	0.00	7.28	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19578600	803.96	145.84	30.20	0.00	7.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19582200	684.57	136.56	29.92	0.00	7.38	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19585800	525.65	128.11	30.78	0.00	8.32	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19589400	341.70	119.82	30.30	0.00	7.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19593000	154.64	93.36	30.11	0.00	7.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19596600	20.13	20.13	28.49	0.00	5.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19600200	0.00	0.00	26.59	0.00	23.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19603800	0.00	0.00	25.25	0.00	22.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19607400	0.00	0.00	26.36	0.00	23.41	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19611000	0.00	0.00	25.48	0.00	22.44	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19614600	0.00	0.00	24.68	0.00	21.57	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19618200	0.00	0.00	23.96	0.00	20.79	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19621800	0.00	0.00	23.35	0.00	20.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19625400	0.00	0.00	22.85	0.00	19.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19629000	0.00	0.00	22.26	0.00	18.94	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19632600	0.54	0.54	21.71	0.00	18.33	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19636200	72.53	54.09	21.27	0.00	-2.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19639800	249.70	98.58	21.35	0.00	-1.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19643400	443.60	108.41	22.87	0.00	-0.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19647000	621.46	118.60	24.59	0.00	1.57	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19650600	764.74	132.58	26.40	0.00	3.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19654200	861.44	145.04	28.11	0.00	5.41	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19657800	904.78	151.29	30.01	0.00	7.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19661400	892.43	149.32	31.16	0.00	8.73	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19665000	825.58	139.40	33.16	0.00	10.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19668600	708.81	123.91	33.44	0.00	11.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19672200	549.61	107.98	33.16	0.00	10.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19675800	361.77	96.82	31.63	0.00	9.25	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19679400	168.24	80.29	29.92	0.00	7.38	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19683000	21.58	21.58	27.06	0.00	4.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19686600	0.00	0.00	25.16	0.00	22.09	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19690200	0.00	0.00	23.54	0.00	20.33	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19693800	0.00	0.00	24.26	0.00	21.11	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19697400	0.00	0.00	22.81	0.00	19.53	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19701000	0.00	0.00	21.78	0.00	18.41	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19704600	0.00	0.00	21.23	0.00	17.81	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19708200	0.00	0.00	20.81	0.00	17.35	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19711800	0.00	0.00	20.30	0.00	16.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19715400	0.00	0.00	19.71	0.00	16.16	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19719000	0.41	0.41	19.21	0.00	15.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19722600	70.81	52.69	19.21	0.00	-4.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19726200	246.24	98.78	18.21	0.00	-5.38	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19729800	437.40	111.10	22.68	0.00	-0.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19733400	612.10	122.06	24.11	0.00	1.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19737000	752.43	135.20	26.40	0.00	3.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19740600	846.54	146.43	27.82	0.00	5.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19744200	887.62	152.05	29.25	0.00	6.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19747800	872.39	150.73	28.59	0.00	5.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
