Time	Global	Diffuse	Temp	V05	V06	V07	V08	V09	V10	V11	V12	V13
1800	0.00	0.00	9.94	0.00	5.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
5400	0.00	0.00	9.82	0.00	5.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
9000	0.00	0.00	9.82	0.00	5.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
12600	0.00	0.00	9.65	0.00	5.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
16200	0.00	0.00	9.46	0.00	4.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
19800	0.00	0.00	9.14	0.00	4.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
23400	0.00	0.00	8.81	0.00	4.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27000	0.00	0.00	9.12	0.00	4.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
30600	19.25	19.25	9.22	0.00	-15.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
34200	137.75	66.15	9.71	0.00	-14.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
37800	265.48	80.57	10.90	0.00	-13.35	0.00	0.00	1.00	0.00	43.735	4.567	0.00
41400	356.35	85.93	11.99	0.00	-12.16	0.00	0.00	1.00	0.00	43.735	4.567	0.00
45000	397.02	88.52	12.29	0.00	-11.84	0.00	0.00	1.00	0.00	43.735	4.567	0.00
48600	382.20	88.51	12.58	0.00	-11.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
52200	313.38	86.53	12.48	0.00	-11.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
55800	199.90	80.29	12.09	0.00	-12.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
59400	67.41	46.55	11.30	0.00	-12.92	0.00	0.00	1.00	0.00	43.735	4.567	0.00
63000	0.74	0.74	9.42	0.00	4.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
66600	0.00	0.00	8.43	0.00	3.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
70200	0.00	0.00	8.13	0.00	3.53	0.00	0.00	1.00	0.00	43.735	4.567	0.00
73800	0.00	0.00	7.93	0.00	3.31	0.00	0.00	1.00	0.00	43.735	4.567	0.00
77400	0.00	0.00	7.14	0.00	2.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
81000	0.00	0.00	9.06	0.00	4.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
84600	0.00	0.00	8.88	0.00	4.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
88200	0.00	0.00	8.74	0.00	4.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
91800	0.00	0.00	8.62	0.00	4.06	0.00	0.00	1.00	0.00	43.735	4.567	0.00
95400	0.00	0.00	8.49	0.00	3.92	0.00	0.00	1.00	0.00	43.735	4.567	0.00
99000	0.00	0.00	8.50	0.00	3.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
102600	0.00	0.00	8.60	0.00	4.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
106200	0.00	0.00	8.72	0.00	4.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
109800	0.00	0.00	8.95	0.00	4.43	0.00	0.00	1.00	0.00	43.735	4.567	0.00
113400	0.00	0.00	9.22	0.00	4.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
117000	22.23	22.23	9.61	0.00	-14.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
120600	151.82	53.60	9.71	0.00	-14.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
124200	285.75	63.54	10.21	0.00	-14.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
127800	380.29	70.80	11.00	0.00	-13.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
131400	423.59	74.81	11.89	0.00	-12.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
135000	411.00	72.94	12.09	0.00	-12.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
138600	343.60	65.64	11.59	0.00	-12.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
142200	228.52	56.05	11.20	0.00	-13.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
145800	83.56	38.98	10.50	0.00	-13.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
149400	1.12	1.12	8.72	0.00	4.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
153000	0.00	0.00	7.83	0.00	3.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
156600	0.00	0.00	7.14	0.00	2.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
160200	0.00	0.00	6.64	0.00	1.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
163800	0.00	0.00	6.64	0.00	1.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
167400	0.00	0.00	7.78	0.00	3.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
171000	0.00	0.00	7.42	0.00	2.76	0.00	0.00	1.00	0.00	43.735	4.567	0.00
174600	0.00	0.00	7.26	0.00	2.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
178200	0.00	0.00	7.06	0.00	2.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
181800	0.00	0.00	6.88	0.00	2.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
185400	0.00	0.00	6.58	0.00	1.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
189000	0.00	0.00	6.42	0.00	1.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
192600	0.00	0.00	6.15	0.00	1.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
196200	0.00	0.00	5.91	0.00	1.11	0.00	0.00	1.00	0.00	43.735	4.567	0.00
199800	0.00	0.00	5.26	0.00	0.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
203400	20.59	20.59	4.56	0.00	-20.25	0.00	0.00	1.00	0.00	43.735	4.567	0.00
207000	146.81	58.64	4.96	0.00	-19.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
210600	280.50	68.29	7.14	0.00	-17.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
214200	375.07	74.24	7.63	0.00	-16.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
217800	418.47	77.52	8.72	0.00	-15.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
221400	405.09	76.38	9.81	0.00	-14.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
225000	336.24	71.74	10.01	0.00	-14.32	0.00	0.00	1.00	0.00	43.735	4.567	0.00
228600	220.76	65.39	10.11	0.00	-14.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
232200	79.60	44.27	9.51	0.00	-14.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
235800	1.21	1.21	7.34	0.00	2.67	0.00	0.00	1.00	0.00	43.735	4.567	0.00
239400	0.00	0.00	6.35	0.00	1.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
243000	0.00	0.00	6.05	0.00	1.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
246600	0.00	0.00	6.05	0.00	1.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
250200	0.00	0.00	5.55	0.00	0.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
253800	0.00	0.00	6.29	0.00	1.53	0.00	0.00	1.00	0.00	43.735	4.567	0.00
257400	0.00	0.00	6.01	0.00	1.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
261000	0.00	0.00	5.94	0.00	1.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
264600	0.00	0.00	5.83	0.00	1.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
268200	0.00	0.00	5.74	0.00	0.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
271800	0.00	0.00	5.58	0.00	0.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
275400	0.00	0.00	5.45	0.00	0.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
279000	0.00	0.00	5.41	0.00	0.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
282600	0.00	0.00	5.28	0.00	0.43	0.00	0.00	1.00	0.00	43.735	4.567	0.00
286200	0.00	0.00	4.96	0.00	0.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
289800	20.99	20.99	4.27	0.00	-20.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
293400	146.77	59.12	5.36	0.00	-19.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
297000	278.07	71.12	5.65	0.00	-19.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
300600	370.31	78.17	6.05	0.00	-18.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
304200	411.91	82.01	6.64	0.00	-17.99	0.00	0.00	1.00	0.00	43.735	4.567	0.00
307800	398.40	81.54	8.43	0.00	-16.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
311400	331.18	77.50	9.02	0.00	-15.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
315000	218.08	70.55	8.43	0.00	-16.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
318600	79.41	46.54	8.23	0.00	-16.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
322200	1.38	1.38	6.74	0.00	2.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
325800	0.00	0.00	6.94	0.00	2.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
329400	0.00	0.00	6.74	0.00	2.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
333000	0.00	0.00	6.64	0.00	1.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
336600	0.00	0.00	6.45	0.00	1.70	0.00	0.00	1.00	0.00	43.735	4.567	0.00
340200	0.00	0.00	7.30	0.00	2.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
343800	0.00	0.00	6.88	0.00	2.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
347400	0.00	0.00	6.54	0.00	1.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
351000	0.00	0.00	6.46	0.00	1.71	0.00	0.00	1.00	0.00	43.735	4.567	0.00
354600	0.00	0.00	6.33	0.00	1.57	0.00	0.00	1.00	0.00	43.735	4.567	0.00
358200	0.00	0.00	6.12	0.00	1.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
361800	0.00	0.00	5.94	0.00	1.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
365400	0.00	0.00	5.83	0.00	1.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
369000	0.00	0.00	5.68	0.00	0.87	0.00	0.00	1.00	0.00	43.735	4.567	0.00
372600	0.00	0.00	4.96	0.00	0.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
376200	19.97	19.97	5.46	0.00	-19.28	0.00	0.00	1.00	0.00	43.735	4.567	0.00
379800	143.13	62.97	5.85	0.00	-18.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
383400	273.65	75.98	7.24	0.00	-17.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
387000	364.79	83.33	8.03	0.00	-16.48	0.00	0.00	1.00	0.00	43.735	4.567	0.00
390600	405.38	87.64	8.92	0.00	-15.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
394200	391.93	87.77	9.71	0.00	-14.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
397800	326.02	84.08	9.61	0.00	-14.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
401400	214.88	76.37	8.82	0.00	-15.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
405000	79.46	48.62	9.71	0.00	-14.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
408600	1.62	1.62	8.62	0.00	4.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
412200	0.00	0.00	8.13	0.00	3.53	0.00	0.00	1.00	0.00	43.735	4.567	0.00
415800	0.00	0.00	7.93	0.00	3.31	0.00	0.00	1.00	0.00	43.735	4.567	0.00
419400	0.00	0.00	8.23	0.00	3.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
423000	0.00	0.00	8.23	0.00	3.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
426600	0.00	0.00	8.43	0.00	3.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
430200	0.00	0.00	8.26	0.00	3.68	0.00	0.00	1.00	0.00	43.735	4.567	0.00
433800	0.00	0.00	8.05	0.00	3.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
437400	0.00	0.00	8.04	0.00	3.43	0.00	0.00	1.00	0.00	43.735	4.567	0.00
441000	0.00	0.00	8.14	0.00	3.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
444600	0.00	0.00	8.09	0.00	3.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
448200	0.00	0.00	8.04	0.00	3.43	0.00	0.00	1.00	0.00	43.735	4.567	0.00
451800	0.00	0.00	8.09	0.00	3.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
455400	0.00	0.00	7.99	0.00	3.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
459000	0.00	0.00	6.94	0.00	2.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
462600	21.26	21.26	6.94	0.00	-17.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
466200	147.42	59.79	7.14	0.00	-17.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
469800	280.55	70.91	8.23	0.00	-16.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
473400	375.82	76.75	9.02	0.00	-15.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
477000	420.15	79.94	10.11	0.00	-14.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
480600	405.32	80.50	10.31	0.00	-14.00	0.00	0.00	1.00	0.00	43.735	4.567	0.00
484200	333.05	80.52	10.21	0.00	-14.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
487800	215.33	78.82	10.01	0.00	-14.32	0.00	0.00	1.00	0.00	43.735	4.567	0.00
491400	77.73	51.38	9.32	0.00	-15.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
495000	1.79	1.79	7.53	0.00	2.88	0.00	0.00	1.00	0.00	43.735	4.567	0.00
498600	0.00	0.00	7.04	0.00	2.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
502200	0.00	0.00	6.64	0.00	1.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
505800	0.00	0.00	6.15	0.00	1.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
509400	0.00	0.00	5.75	0.00	0.94	0.00	0.00	1.00	0.00	43.735	4.567	0.00
513000	0.00	0.00	7.48	0.00	2.83	0.00	0.00	1.00	0.00	43.735	4.567	0.00
516600	0.00	0.00	7.42	0.00	2.76	0.00	0.00	1.00	0.00	43.735	4.567	0.00
520200	0.00	0.00	7.38	0.00	2.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
523800	0.00	0.00	7.26	0.00	2.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
527400	0.00	0.00	7.17	0.00	2.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
531000	0.00	0.00	7.00	0.00	2.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
534600	0.00	0.00	6.88	0.00	2.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
538200	0.00	0.00	6.79	0.00	2.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
541800	0.00	0.00	6.75	0.00	2.03	0.00	0.00	1.00	0.00	43.735	4.567	0.00
545400	0.00	0.00	5.75	0.00	0.94	0.00	0.00	1.00	0.00	43.735	4.567	0.00
549000	20.28	20.28	5.95	0.00	-18.74	0.00	0.00	1.00	0.00	43.735	4.567	0.00
552600	143.30	64.30	6.35	0.00	-18.31	0.00	0.00	1.00	0.00	43.735	4.567	0.00
556200	274.86	77.16	7.24	0.00	-17.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
559800	368.85	82.92	8.33	0.00	-16.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
563400	412.38	85.94	9.22	0.00	-15.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
567000	400.93	85.12	9.32	0.00	-15.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
570600	335.60	80.88	9.32	0.00	-15.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
574200	223.69	73.81	9.42	0.00	-14.97	0.00	0.00	1.00	0.00	43.735	4.567	0.00
577800	85.26	49.86	8.52	0.00	-15.94	0.00	0.00	1.00	0.00	43.735	4.567	0.00
581400	2.25	2.25	7.24	0.00	2.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
585000	0.00	0.00	6.45	0.00	1.70	0.00	0.00	1.00	0.00	43.735	4.567	0.00
588600	0.00	0.00	5.85	0.00	1.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
592200	0.00	0.00	5.95	0.00	1.16	0.00	0.00	1.00	0.00	43.735	4.567	0.00
595800	0.00	0.00	6.05	0.00	1.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
599400	0.00	0.00	6.88	0.00	2.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
603000	0.00	0.00	6.58	0.00	1.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
606600	0.00	0.00	6.42	0.00	1.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
610200	0.00	0.00	6.19	0.00	1.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
613800	0.00	0.00	6.01	0.00	1.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
617400	0.00	0.00	6.00	0.00	1.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
621000	0.00	0.00	5.91	0.00	1.11	0.00	0.00	1.00	0.00	43.735	4.567	0.00
624600	0.00	0.00	5.91	0.00	1.11	0.00	0.00	1.00	0.00	43.735	4.567	0.00
628200	0.00	0.00	6.00	0.00	1.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
631800	0.00	0.00	2.39	0.00	-2.73	0.00	0.00	1.00	0.00	43.735	4.567	0.00
635400	20.34	20.34	3.97	0.00	-20.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
639000	144.50	64.19	5.36	0.00	-19.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
642600	276.70	76.83	6.45	0.00	-18.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
646200	370.89	82.88	8.72	0.00	-15.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
649800	415.74	85.39	10.80	0.00	-13.46	0.00	0.00	1.00	0.00	43.735	4.567	0.00
653400	402.24	86.22	11.00	0.00	-13.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
657000	331.59	86.94	12.39	0.00	-11.73	0.00	0.00	1.00	0.00	43.735	4.567	0.00
660600	215.92	84.30	13.47	0.00	-10.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
664200	81.10	54.02	12.88	0.00	-11.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
667800	2.43	2.43	11.30	0.00	6.98	0.00	0.00	1.00	0.00	43.735	4.567	0.00
671400	0.00	0.00	10.11	0.00	5.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
675000	0.00	0.00	9.81	0.00	5.36	0.00	0.00	1.00	0.00	43.735	4.567	0.00
678600	0.00	0.00	11.10	0.00	6.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
682200	0.00	0.00	10.31	0.00	5.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
685800	0.00	0.00	10.36	0.00	5.97	0.00	0.00	1.00	0.00	43.735	4.567	0.00
689400	0.00	0.00	10.26	0.00	5.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
693000	0.00	0.00	9.94	0.00	5.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
696600	0.00	0.00	9.51	0.00	5.03	0.00	0.00	1.00	0.00	43.735	4.567	0.00
700200	0.00	0.00	9.19	0.00	4.68	0.00	0.00	1.00	0.00	43.735	4.567	0.00
703800	0.00	0.00	8.89	0.00	4.36	0.00	0.00	1.00	0.00	43.735	4.567	0.00
707400	0.00	0.00	8.68	0.00	4.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
711000	0.00	0.00	8.47	0.00	3.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
714600	0.00	0.00	8.12	0.00	3.52	0.00	0.00	1.00	0.00	43.735	4.567	0.00
718200	0.00	0.00	6.25	0.00	1.48	0.00	0.00	1.00	0.00	43.735	4.567	0.00
721800	22.67	22.67	6.84	0.00	-17.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
725400	153.15	57.35	7.24	0.00	-17.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
729000	288.89	67.73	8.62	0.00	-15.83	0.00	0.00	1.00	0.00	43.735	4.567	0.00
732600	385.54	74.75	8.82	0.00	-15.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
736200	431.05	78.74	9.81	0.00	-14.54	0.00	0.00	1.00	0.00	43.735	4.567	0.00
739800	419.47	77.98	10.60	0.00	-13.67	0.00	0.00	1.00	0.00	43.735	4.567	0.00
743400	352.16	73.36	10.50	0.00	-13.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
747000	237.86	66.68	9.32	0.00	-15.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
750600	95.32	48.27	9.51	0.00	-14.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
754200	3.28	3.28	8.03	0.00	3.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
757800	0.00	0.00	6.84	0.00	2.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
761400	0.00	0.00	5.95	0.00	1.16	0.00	0.00	1.00	0.00	43.735	4.567	0.00
765000	0.00	0.00	5.55	0.00	0.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
768600	0.00	0.00	5.46	0.00	0.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
772200	0.00	0.00	7.53	0.00	2.88	0.00	0.00	1.00	0.00	43.735	4.567	0.00
775800	0.00	0.00	7.36	0.00	2.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
779400	0.00	0.00	7.13	0.00	2.44	0.00	0.00	1.00	0.00	43.735	4.567	0.00
783000	0.00	0.00	6.92	0.00	2.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
786600	0.00	0.00	6.90	0.00	2.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
790200	0.00	0.00	6.88	0.00	2.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
793800	0.00	0.00	6.90	0.00	2.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
797400	0.00	0.00	6.81	0.00	2.09	0.00	0.00	1.00	0.00	43.735	4.567	0.00
801000	0.00	0.00	6.63	0.00	1.89	0.00	0.00	1.00	0.00	43.735	4.567	0.00
804600	0.00	0.00	4.47	0.00	-0.46	0.00	0.00	1.00	0.00	43.735	4.567	0.00
808200	23.13	23.13	4.96	0.00	-19.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
811800	155.04	56.81	4.96	0.00	-19.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
815400	291.83	66.85	5.75	0.00	-18.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
819000	388.91	74.29	6.84	0.00	-17.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
822600	434.52	78.64	7.63	0.00	-16.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
826200	420.23	79.28	7.83	0.00	-16.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
829800	347.55	79.17	7.73	0.00	-16.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
833400	228.61	78.72	8.33	0.00	-16.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
837000	88.84	55.06	7.44	0.00	-17.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
840600	3.30	3.30	5.95	0.00	1.16	0.00	0.00	1.00	0.00	43.735	4.567	0.00
844200	0.00	0.00	4.96	0.00	0.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
847800	0.00	0.00	4.96	0.00	0.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
851400	0.00	0.00	5.06	0.00	0.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
855000	0.00	0.00	4.76	0.00	-0.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
858600	0.00	0.00	5.95	0.00	1.16	0.00	0.00	1.00	0.00	43.735	4.567	0.00
862200	0.00	0.00	5.73	0.00	0.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
865800	0.00	0.00	5.53	0.00	0.70	0.00	0.00	1.00	0.00	43.735	4.567	0.00
869400	0.00	0.00	5.34	0.00	0.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
873000	0.00	0.00	5.10	0.00	0.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
876600	0.00	0.00	4.82	0.00	-0.08	0.00	0.00	1.00	0.00	43.735	4.567	0.00
880200	0.00	0.00	4.61	0.00	-0.31	0.00	0.00	1.00	0.00	43.735	4.567	0.00
883800	0.00	0.00	4.32	0.00	-0.63	0.00	0.00	1.00	0.00	43.735	4.567	0.00
887400	0.00	0.00	4.06	0.00	-0.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
891000	0.00	0.00	2.88	0.00	-2.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
894600	23.07	23.07	2.68	0.00	-22.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
898200	154.34	58.86	3.48	0.00	-21.44	0.00	0.00	1.00	0.00	43.735	4.567	0.00
901800	291.26	68.85	5.16	0.00	-19.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
905400	389.00	75.65	6.35	0.00	-18.31	0.00	0.00	1.00	0.00	43.735	4.567	0.00
909000	435.39	79.65	6.94	0.00	-17.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
912600	421.58	80.41	7.44	0.00	-17.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
916200	349.14	80.68	7.63	0.00	-16.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
919800	230.43	80.40	6.84	0.00	-17.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
923400	90.30	56.75	5.65	0.00	-19.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
927000	3.68	3.68	5.65	0.00	0.83	0.00	0.00	1.00	0.00	43.735	4.567	0.00
930600	0.00	0.00	5.06	0.00	0.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
934200	0.00	0.00	4.66	0.00	-0.25	0.00	0.00	1.00	0.00	43.735	4.567	0.00
937800	0.00	0.00	4.07	0.00	-0.89	0.00	0.00	1.00	0.00	43.735	4.567	0.00
941400	0.00	0.00	3.87	0.00	-1.11	0.00	0.00	1.00	0.00	43.735	4.567	0.00
945000	0.00	0.00	5.35	0.00	0.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
948600	0.00	0.00	5.28	0.00	0.43	0.00	0.00	1.00	0.00	43.735	4.567	0.00
952200	0.00	0.00	5.03	0.00	0.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
955800	0.00	0.00	5.01	0.00	0.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
959400	0.00	0.00	5.07	0.00	0.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
963000	0.00	0.00	5.16	0.00	0.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
966600	0.00	0.00	5.32	0.00	0.47	0.00	0.00	1.00	0.00	43.735	4.567	0.00
970200	0.00	0.00	5.51	0.00	0.67	0.00	0.00	1.00	0.00	43.735	4.567	0.00
973800	0.00	0.00	5.70	0.00	0.88	0.00	0.00	1.00	0.00	43.735	4.567	0.00
