date_time	Rg
2023-05-17 16:15:00	640.8784
2023-05-17 16:20:00	798.695
2023-05-17 16:25:00	791.2762
2023-05-17 16:30:00	755.1941
2023-05-17 16:35:00	746.2581
2023-05-17 16:40:00	729.7344
2023-05-17 16:45:00	716.9203
2023-05-17 16:50:00	702.0829
2023-05-17 16:55:00	689.7745
2023-05-17 17:00:00	675.2742
2023-05-17 17:05:00	667.0125
2023-05-17 17:10:00	659.5937
2023-05-17 17:15:00	646.9481
2023-05-17 17:20:00	664.146
2023-05-17 17:25:00	706.1295
2023-05-17 17:30:00	666.6752
2023-05-17 17:35:00	655.8843
2023-05-17 17:40:00	228.9694
2023-05-17 17:45:00	247.6849
2023-05-17 17:50:00	504.8118
2023-05-17 17:55:00	619.1279
2023-05-17 18:00:00	401.961
2023-05-17 18:05:00	631.0989
2023-05-17 18:10:00	614.2382
2023-05-17 18:15:00	616.43
2023-05-17 18:20:00	637.1685
2023-05-17 18:25:00	618.2844
2023-05-17 18:30:00	601.5924
2023-05-17 18:35:00	471.7646
2023-05-17 18:40:00	281.9122
2023-05-17 18:45:00	455.9155
2023-05-17 18:50:00	430.9615
2023-05-17 18:55:00	375.9954
2023-05-17 19:00:00	340.925
2023-05-17 19:05:00	313.1046
2023-05-17 19:10:00	293.3774
2023-05-17 19:15:00	235.039
2023-05-17 19:20:00	265.051
2023-05-17 19:25:00	94.67074
2023-05-17 19:30:00	106.845
2023-05-17 19:35:00	202.666
2023-05-17 19:40:00	159.5079
2023-05-17 19:45:00	175.0318
2023-05-17 19:50:00	165.5874
2023-05-17 19:55:00	150.0849
2023-05-17 20:00:00	128.6856
2023-05-17 20:05:00	123.1424
2023-05-17 20:10:00	104.5901
2023-05-17 20:15:00	87.18557
2023-05-17 20:20:00	67.98287
2023-05-17 20:25:00	37.78125
2023-05-17 20:30:00	28.67009
2023-05-17 20:35:00	23.9793
2023-05-17 20:40:00	20.2567
2023-05-17 20:45:00	16.09702
2023-05-17 20:50:00	10.77824
2023-05-17 20:55:00	6.520427
2023-05-17 21:00:00	4.012394
2023-05-17 21:05:00	2.345838
2023-05-17 21:10:00	1.341931
2023-05-17 21:15:00	0.7312039
2023-05-17 21:20:00	0.3413447
2023-05-17 21:25:00	0.1439038
2023-05-17 21:30:00	0.05521958
2023-05-17 21:35:00	0.02008034
2023-05-17 21:40:00	0.008366917
2023-05-17 21:45:00	0.00334685
2023-05-17 21:50:00	0.001673428
2023-05-17 21:55:00	0.001673513
2023-05-17 22:00:00	0.001673509
2023-05-17 22:05:00	0.001673571
2023-05-17 22:10:00	0.001673625
2023-05-17 22:15:00	0.001673666
2023-05-17 22:20:00	0.001673665
2023-05-17 22:25:00	0.001673748
2023-05-17 22:30:00	0
2023-05-17 22:35:00	0.001673743
2023-05-17 22:40:00	0.001673709
2023-05-17 22:45:00	0.00167371
2023-05-17 22:50:00	0.001673745
2023-05-17 22:55:00	0.001673801
2023-05-17 23:00:00	0.00167382
2023-05-17 23:05:00	0.00167384
2023-05-17 23:10:00	0.001673871
2023-05-17 23:15:00	0.001673869
2023-05-17 23:20:00	0.001673813
2023-05-17 23:25:00	0.001673801
2023-05-17 23:30:00	0
2023-05-17 23:35:00	0.001673857
2023-05-17 23:40:00	0
2023-05-17 23:45:00	0.001673909
2023-05-17 23:50:00	0
2023-05-17 23:55:00	0.001673992
2023-05-18	0.001673987
2023-05-18 00:05:00	0.001674041
2023-05-18 00:10:00	0.001674032
2023-05-18 00:15:00	-0.001674029
2023-05-18 00:20:00	0
2023-05-18 00:25:00	0.001674006
2023-05-18 00:30:00	-0.001674013
2023-05-18 00:35:00	0.001674018
2023-05-18 00:40:00	0
2023-05-18 00:45:00	0
2023-05-18 00:50:00	0
2023-05-18 00:55:00	0
2023-05-18 01:00:00	0
2023-05-18 01:05:00	0
2023-05-18 01:10:00	0
2023-05-18 01:15:00	0
2023-05-18 01:20:00	0
2023-05-18 01:25:00	0.001674041
2023-05-18 01:30:00	0
2023-05-18 01:35:00	0
2023-05-18 01:40:00	0
2023-05-18 01:45:00	0
2023-05-18 01:50:00	0
2023-05-18 01:55:00	0
2023-05-18 02:00:00	0
2023-05-18 02:05:00	0.001673988
2023-05-18 02:10:00	0.001674004
2023-05-18 02:15:00	-0.001673949
2023-05-18 02:20:00	0
