"Coord","Col","Row","group_clearsky","dist_to_center","center_group","Rep","Zone","Selected"
18.026,26,18,"3",13.3919448048193,"no",1,"Sampling","selected"
18.027,27,18,"3",28.3281866467594,"no",1,"Sampling","no"
18.028,28,18,"3",34.9598059222801,"no",1,"Sampling","no"
18.029,29,18,"3",39.0926284127289,"no",1,"Sampling","no"
18.03,30,18,"4",32.4227525386076,"no",1,"Sampling","no"
18.031,31,18,"4",26.5795821323104,"no",1,"Sampling","no"
18.032,32,18,"4",21.7358795240782,"no",1,"Sampling","no"
18.033,33,18,"4",22.8874734109523,"no",1,"Sampling","no"
18.034,34,18,"4",28.5137269645309,"no",1,"Sampling","no"
18.038,38,18,"1",30.9039793466667,"no",2,"Sampling","no"
18.039,39,18,"3",19.365236116314,"no",2,"Sampling","no"
18.04,40,18,"3",0,"yes",2,"Sampling","selected"
18.041,41,18,"3",11.8794367056349,"no",2,"Sampling","selected"
18.042,42,18,"3",28.2327263929769,"no",2,"Sampling","no"
18.043,43,18,"3",35.0233038362042,"no",2,"Sampling","no"
18.044,44,18,"3",39.3047385237409,"no",2,"Sampling","no"
18.045,45,18,"4",31.9760143560089,"no",2,"Sampling","no"
18.046,46,18,"4",26.6963383223499,"no",2,"Sampling","no"
18.047,47,18,"4",21.6581232624771,"no",2,"Sampling","no"
18.048,48,18,"4",22.5379713305554,"no",2,"Sampling","no"
18.049,49,18,"4",27.7675222702048,"no",2,"Sampling","no"
18.053,53,18,"1",29.2963802767159,"no",3,"Sampling","no"
18.054,54,18,"3",19.448386875122,"no",3,"Sampling","no"
18.055,55,18,"3",8.10664037577491,"no",3,"Sampling","selected"
18.056,56,18,"3",11.9594086310392,"no",3,"Sampling","selected"
18.057,57,18,"3",27.7621969013332,"no",3,"Sampling","no"
18.058,58,18,"3",34.6132092370165,"no",3,"Sampling","no"
18.059,59,18,"3",38.9023865256939,"no",3,"Sampling","no"
18.06,60,18,"4",32.5741641026675,"no",3,"Sampling","no"
18.061,61,18,"4",26.8021026597771,"no",3,"Sampling","no"
18.062,62,18,"4",21.8116692709062,"no",3,"Sampling","no"
18.063,63,18,"4",22.9838166536137,"no",3,"Sampling","no"
18.064,64,18,"4",28.6517178520956,"no",3,"Sampling","no"
18.068,68,18,"1",30.9241801820837,"no",4,"Sampling","no"
18.069,69,18,"3",19.4552141281074,"no",4,"Sampling","selected"
18.07,70,18,"3",1.9215409635064,"no",4,"Sampling","selected"
18.071,71,18,"3",11.9506502069843,"no",4,"Sampling","selected"
18.072,72,18,"3",28.2723874462385,"no",4,"Sampling","no"
18.073,73,18,"3",35.0677954048146,"no",4,"Sampling","no"
18.074,74,18,"3",39.4166103581606,"no",4,"Sampling","no"
18.075,75,18,"4",32.1041668235315,"no",4,"Sampling","no"
18.076,76,18,"4",27.0533633401179,"no",4,"Sampling","no"
18.077,77,18,"4",22.4006527516712,"no",4,"Sampling","no"
19.023,23,19,"1",26.4727807686409,"no",1,"Sampling","no"
19.024,24,19,"3",23.0041559850587,"no",1,"Sampling","no"
19.025,25,19,"3",18.3942488682748,"no",1,"Sampling","selected"
19.026,26,19,"3",18.8098995467769,"no",1,"Sampling","no"
19.027,27,19,"3",29.6541464439595,"no",1,"Sampling","no"
19.028,28,19,"3",36.2133216682273,"no",1,"Sampling","no"
19.029,29,19,"3",40.8844836205349,"no",1,"Sampling","no"
19.03,30,19,"4",34.5481528423393,"no",1,"Sampling","no"
19.031,31,19,"4",30.115269095187,"no",1,"Sampling","no"
19.032,32,19,"4",28.318609202486,"no",1,"Sampling","no"
19.033,33,19,"4",29.9307582353719,"no",1,"Sampling","no"
19.034,34,19,"4",32.4128599416309,"no",1,"Sampling","no"
19.038,38,19,"1",29.018860906314,"no",2,"Sampling","no"
19.039,39,19,"3",22.992754815588,"no",2,"Sampling","no"
19.04,40,19,"3",16.4670423049464,"no",2,"Sampling","selected"
19.041,41,19,"3",17.0590080510562,"no",2,"Sampling","selected"
19.042,42,19,"3",29.2857141648225,"no",2,"Sampling","no"
19.043,43,19,"3",36.0210590079403,"no",2,"Sampling","no"
19.044,44,19,"3",40.4235770880797,"no",2,"Sampling","no"
19.045,45,19,"4",33.6381155067267,"no",2,"Sampling","no"
19.046,46,19,"4",30.0152401786091,"no",2,"Sampling","no"
19.047,47,19,"4",28.4287528590004,"no",2,"Sampling","no"
19.048,48,19,"4",29.4775763017207,"no",2,"Sampling","no"
19.049,49,19,"4",32.4092276931696,"no",2,"Sampling","no"
19.053,53,19,"1",26.3717885218583,"no",3,"Sampling","no"
19.054,54,19,"3",23.1299571798693,"no",3,"Sampling","no"
19.055,55,19,"3",17.5005793161992,"no",3,"Sampling","selected"
19.056,56,19,"3",17.7922629117202,"no",3,"Sampling","selected"
19.057,57,19,"3",29.211999933908,"no",3,"Sampling","no"
19.058,58,19,"3",35.8499229568211,"no",3,"Sampling","no"
19.059,59,19,"3",40.7407547760429,"no",3,"Sampling","no"
19.06,60,19,"4",34.5690508685777,"no",3,"Sampling","no"
19.061,61,19,"4",30.1815716828667,"no",3,"Sampling","no"
19.062,62,19,"4",28.4087573926305,"no",3,"Sampling","no"
19.063,63,19,"4",30.048654677578,"no",3,"Sampling","no"
19.064,64,19,"4",32.3567573382324,"no",3,"Sampling","no"
19.068,68,19,"1",28.7489270393046,"no",4,"Sampling","no"
19.069,69,19,"3",23.0768704373856,"no",4,"Sampling","no"
19.07,70,19,"3",16.5413987749546,"no",4,"Sampling","selected"
19.071,71,19,"3",17.1304779257545,"no",4,"Sampling","selected"
19.072,72,19,"3",29.2941069790216,"no",4,"Sampling","no"
19.073,73,19,"3",35.9542973228865,"no",4,"Sampling","no"
19.074,74,19,"3",40.2497089687391,"no",4,"Sampling","no"
19.075,75,19,"4",33.7777193024954,"no",4,"Sampling","no"
19.076,76,19,"4",30.3286737344238,"no",4,"Sampling","no"
19.077,77,19,"4",28.7837447213015,"no",4,"Sampling","no"
20.023,23,20,"1",17.7989551417735,"no",1,"Sampling","selected"
20.024,24,20,"3",26.2509864705696,"no",1,"Sampling","no"
20.025,25,20,"3",24.3947001785173,"no",1,"Sampling","no"
20.026,26,20,"3",24.9969021940559,"no",1,"Sampling","no"
20.027,27,20,"3",32.0965812883173,"no",1,"Sampling","no"
20.028,28,20,"2",32.5713478706089,"no",1,"Sampling","no"
20.029,29,20,"2",30.2181975534589,"no",1,"Sampling","no"
20.03,30,20,"2",21.1259607762558,"no",1,"Sampling","no"
20.031,31,20,"2",19.6350164644689,"no",1,"Sampling","no"
20.032,32,20,"2",22.7258714006405,"no",1,"Sampling","no"
20.033,33,20,"1",29.5306417649036,"no",1,"Sampling","no"
20.034,34,20,"1",25.3335684221592,"no",1,"Sampling","no"
20.038,38,20,"1",20.5609711514999,"no",2,"Sampling","selected"
20.039,39,20,"3",26.1447934212702,"no",2,"Sampling","no"
20.04,40,20,"3",23.3467720930166,"no",2,"Sampling","no"
20.041,41,20,"3",23.8191719074775,"no",2,"Sampling","no"
20.042,42,20,"3",31.6077540286866,"no",2,"Sampling","no"
20.043,43,20,"2",32.6284234922546,"no",2,"Sampling","no"
20.044,44,20,"2",30.0810055113983,"no",2,"Sampling","no"
20.045,45,20,"2",21.2267043357702,"no",2,"Sampling","no"
20.046,46,20,"2",19.6646390890311,"no",2,"Sampling","no"
20.047,47,20,"2",22.6524533647574,"no",2,"Sampling","no"
20.048,48,20,"1",29.2679965993404,"no",2,"Sampling","no"
20.049,49,20,"1",23.436256093989,"no",2,"Sampling","no"
20.053,53,20,"1",17.4565039040341,"no",3,"Sampling","selected"
20.054,54,20,"3",26.1155191388652,"no",3,"Sampling","no"
20.055,55,20,"3",24.0743880441451,"no",3,"Sampling","no"
20.056,56,20,"3",24.2546907041583,"no",3,"Sampling","no"
20.057,57,20,"3",31.6693414847785,"no",3,"Sampling","no"
20.058,58,20,"2",32.2343279882334,"no",3,"Sampling","no"
20.059,59,20,"2",30.1025112488597,"no",3,"Sampling","no"
20.06,60,20,"2",21.0212149759726,"no",3,"Sampling","no"
20.061,61,20,"2",19.5793709151064,"no",3,"Sampling","no"
20.062,62,20,"2",22.6272441807221,"no",3,"Sampling","no"
20.063,63,20,"1",29.5491964551301,"no",3,"Sampling","no"
20.064,64,20,"1",25.2420071444297,"no",3,"Sampling","no"
20.068,68,20,"1",20.5663080694214,"no",4,"Sampling","selected"
20.069,69,20,"3",26.1900450227024,"no",4,"Sampling","no"
20.07,70,20,"3",23.4891966286039,"no",4,"Sampling","no"
20.071,71,20,"3",23.8144911803038,"no",4,"Sampling","no"
20.072,72,20,"3",31.5812689943847,"no",4,"Sampling","no"
20.073,73,20,"2",32.6947558588425,"no",4,"Sampling","no"
20.074,74,20,"2",30.5926338214329,"no",4,"Sampling","no"
20.075,75,20,"2",21.7828406302665,"no",4,"Sampling","no"
20.076,76,20,"2",20.335483106637,"no",4,"Sampling","no"
20.077,77,20,"2",23.213962380633,"no",4,"Sampling","no"
21.023,23,21,"1",30.5001735850461,"no",1,"Harvest","no"
21.024,24,21,"4",36.7014397201432,"no",1,"Harvest","no"
21.025,25,21,"4",35.3571225899058,"no",1,"Harvest","no"
21.026,26,21,"4",35.2721787019154,"no",1,"Harvest","no"
21.027,27,21,"2",31.2517595297453,"no",1,"Harvest","no"
21.028,28,21,"2",24.2993724471609,"no",1,"Harvest","no"
21.029,29,21,"2",17.3571937720312,"no",1,"Harvest","selected"
21.03,30,21,"2",9.56599792347368,"no",1,"Harvest","selected"
21.031,31,21,"2",8.56327545904194,"no",1,"Harvest","selected"
21.032,32,21,"2",13.1025003173789,"no",1,"Harvest","selected"
21.033,33,21,"2",23.6850692124276,"no",1,"Harvest","no"
21.034,34,21,"1",30.0307754795,"no",1,"Harvest","no"
21.038,38,21,"1",31.6792965793623,"no",2,"Sampling","no"
21.039,39,21,"4",35.4598730842982,"no",2,"Sampling","no"
21.04,40,21,"4",34.7741923586754,"no",2,"Sampling","no"
21.041,41,21,"4",35.3547450550033,"no",2,"Sampling","no"
21.042,42,21,"2",31.2614981616384,"no",2,"Sampling","no"
21.043,43,21,"2",24.4634471560378,"no",2,"Sampling","no"
21.044,44,21,"2",16.7675809473934,"no",2,"Sampling","selected"
21.045,45,21,"2",8.73871901127311,"no",2,"Sampling","selected"
21.046,46,21,"2",6.03876041861263,"no",2,"Sampling","selected"
21.047,47,21,"2",10.9417717564299,"no",2,"Sampling","selected"
21.048,48,21,"2",21.5928516982714,"no",2,"Sampling","no"
21.049,49,21,"1",29.8187752479516,"no",2,"Sampling","no"
21.053,53,21,"1",30.3213938861516,"no",3,"Harvest","no"
21.054,54,21,"4",37.0098387873071,"no",3,"Harvest","no"
21.055,55,21,"4",35.7722472949282,"no",3,"Harvest","no"
21.056,56,21,"4",35.7435077644484,"no",3,"Harvest","no"
21.057,57,21,"2",31.075064724521,"no",3,"Harvest","no"
21.058,58,21,"2",24.1323316889964,"no",3,"Harvest","no"
21.059,59,21,"2",17.1661631252075,"no",3,"Harvest","no"
21.06,60,21,"2",9.24041944200213,"no",3,"Harvest","selected"
21.061,61,21,"2",8.19673725010201,"no",3,"Harvest","selected"
21.062,62,21,"2",12.8253309486608,"no",3,"Harvest","selected"
21.063,63,21,"2",23.4584439144232,"no",3,"Harvest","no"
21.064,64,21,"1",30.1657444353906,"no",3,"Harvest","no"
21.068,68,21,"1",31.6795740559281,"no",4,"Sampling","no"
21.069,69,21,"4",35.5660446901138,"no",4,"Sampling","no"
21.07,70,21,"4",34.9015448307108,"no",4,"Sampling","no"
21.071,71,21,"4",35.4382550506654,"no",4,"Sampling","no"
21.072,72,21,"2",31.5215819827333,"no",4,"Sampling","no"
21.073,73,21,"2",24.9626649843205,"no",4,"Sampling","no"
21.074,74,21,"2",17.9200680664636,"no",4,"Sampling","selected"
21.075,75,21,"2",10.7449161525025,"no",4,"Sampling","selected"
21.076,76,21,"2",8.66887147994707,"no",4,"Sampling","selected"
21.077,77,21,"2",12.4972807569873,"no",4,"Sampling","selected"
22.023,23,22,"4",31.8622682413433,"no",1,"Harvest","no"
22.024,24,22,"4",27.8893333236362,"no",1,"Harvest","no"
22.025,25,22,"4",20.4432694583434,"no",1,"Harvest","selected"
22.026,26,22,"4",25.2056854500045,"no",1,"Harvest","no"
22.027,27,22,"4",27.4974142599333,"no",1,"Harvest","no"
22.028,28,22,"4",33.7074420412737,"no",1,"Harvest","no"
22.029,29,22,"2",29.8713541035343,"no",1,"Harvest","no"
22.03,30,22,"2",28.3414782377298,"no",1,"Harvest","no"
22.031,31,22,"2",30.0530107629507,"no",1,"Harvest","no"
22.032,32,22,"2",27.2248439892709,"no",1,"Harvest","no"
22.033,33,22,"2",32.8003321984774,"no",1,"Harvest","no"
22.034,34,22,"3",36.1732934815511,"no",1,"Harvest","no"
22.038,38,22,"4",32.1477871435051,"no",2,"Sampling","no"
22.039,39,22,"4",26.9658000669046,"no",2,"Sampling","no"
22.04,40,22,"4",19.4960122864319,"no",2,"Sampling","selected"
22.041,41,22,"4",24.4451268547911,"no",2,"Sampling","no"
22.042,42,22,"4",27.6050184998505,"no",2,"Sampling","no"
22.043,43,22,"4",33.8617031868745,"no",2,"Sampling","no"
22.044,44,22,"2",29.5804491238574,"no",2,"Sampling","no"
22.045,45,22,"2",27.4301445433385,"no",2,"Sampling","no"
22.046,46,22,"2",29.8331457210625,"no",2,"Sampling","no"
22.047,47,22,"2",27.2251725815938,"no",2,"Sampling","no"
22.048,48,22,"2",31.1765607200481,"no",2,"Sampling","no"
22.049,49,22,"3",34.7339310544151,"no",2,"Sampling","no"
22.053,53,22,"4",31.9288715039587,"no",3,"Harvest","no"
22.054,54,22,"4",27.9859405972277,"no",3,"Harvest","no"
22.055,55,22,"4",20.7314049597434,"no",3,"Harvest","selected"
22.056,56,22,"4",25.4841326081151,"no",3,"Harvest","no"
22.057,57,22,"4",27.8045746488232,"no",3,"Harvest","no"
22.058,58,22,"4",34.0201088139744,"no",3,"Harvest","no"
22.059,59,22,"2",29.7483437469206,"no",3,"Harvest","no"
22.06,60,22,"2",28.0585298171971,"no",3,"Harvest","no"
22.061,61,22,"2",29.9950710418344,"no",3,"Harvest","no"
22.062,62,22,"2",26.9445015916875,"no",3,"Harvest","no"
22.063,63,22,"2",32.6634660549222,"no",3,"Harvest","no"
22.064,64,22,"3",36.0639972624745,"no",3,"Harvest","no"
22.068,68,22,"4",32.1848925135236,"no",4,"Sampling","no"
22.069,69,22,"4",27.1539872341592,"no",4,"Sampling","no"
22.07,70,22,"4",19.865653582467,"no",4,"Sampling","selected"
22.071,71,22,"4",24.787573370019,"no",4,"Sampling","no"
22.072,72,22,"4",27.8598423332139,"no",4,"Sampling","no"
22.073,73,22,"4",33.8083484846158,"no",4,"Sampling","no"
22.074,74,22,"2",30.516356094133,"no",4,"Sampling","no"
22.075,75,22,"2",28.5140388500704,"no",4,"Sampling","no"
22.076,76,22,"2",30.1534041716704,"no",4,"Sampling","no"
22.077,77,22,"2",28.0617487783343,"no",4,"Sampling","no"
23.023,23,23,"4",27.0459369515085,"no",1,"Harvest","no"
23.024,24,23,"4",20.7668189353441,"no",1,"Harvest","selected"
23.025,25,23,"4",0,"yes",1,"Harvest","selected"
23.026,26,23,"4",20.9156027636539,"no",1,"Harvest","selected"
23.027,27,23,"4",23.5362859126002,"no",1,"Harvest","no"
23.028,28,23,"4",31.7151413287507,"no",1,"Harvest","no"
23.029,29,23,"1",32.4125907830427,"no",1,"Harvest","no"
23.03,30,23,"1",33.2377603084028,"no",1,"Harvest","no"
23.031,31,23,"3",34.6255315728355,"no",1,"Harvest","no"
23.032,32,23,"3",23.5330060678389,"no",1,"Harvest","no"
23.033,33,23,"3",21.0970578718626,"no",1,"Harvest","no"
23.034,34,23,"3",26.6892715973882,"no",1,"Harvest","no"
23.038,38,23,"4",27.4357737939922,"no",2,"Sampling","no"
23.039,39,23,"4",21.0086303672587,"no",2,"Sampling","no"
23.04,40,23,"4",5.31147233292558,"no",2,"Sampling","selected"
23.041,41,23,"4",19.9056296179763,"no",2,"Sampling","selected"
23.042,42,23,"4",23.3792078983424,"no",2,"Sampling","no"
23.043,43,23,"4",31.6324791663647,"no",2,"Sampling","no"
23.044,44,23,"1",32.6245758155681,"no",2,"Sampling","no"
23.045,45,23,"1",33.2844258887559,"no",2,"Sampling","no"
23.046,46,23,"3",34.3584726504139,"no",2,"Sampling","no"
23.047,47,23,"3",22.5578295683522,"no",2,"Sampling","no"
23.048,48,23,"3",20.4105509156228,"no",2,"Sampling","no"
23.049,49,23,"3",25.07510734837,"no",2,"Sampling","no"
23.053,53,23,"4",27.0148870352409,"no",3,"Harvest","no"
23.054,54,23,"4",20.6515517313913,"no",3,"Harvest","selected"
23.055,55,23,"4",1.81738865225074,"no",3,"Harvest","selected"
23.056,56,23,"4",21.250111341079,"no",3,"Harvest","selected"
23.057,57,23,"4",23.7148599333289,"no",3,"Harvest","no"
23.058,58,23,"4",31.6831931015346,"no",3,"Harvest","no"
23.059,59,23,"1",32.6122994015146,"no",3,"Harvest","no"
23.06,60,23,"1",33.3419741652929,"no",3,"Harvest","no"
23.061,61,23,"3",34.4473840836304,"no",3,"Harvest","no"
23.062,62,23,"3",23.484605776208,"no",3,"Harvest","no"
23.063,63,23,"3",21.0840916736763,"no",3,"Harvest","no"
23.064,64,23,"3",26.6897861798989,"no",3,"Harvest","no"
23.068,68,23,"4",27.5868579110691,"no",4,"Sampling","no"
23.069,69,23,"4",21.3577806315433,"no",4,"Sampling","selected"
23.07,70,23,"4",6.74585773375365,"no",4,"Sampling","selected"
23.071,71,23,"4",20.2899114675611,"no",4,"Sampling","selected"
23.072,72,23,"4",23.4478804606323,"no",4,"Sampling","no"
23.073,73,23,"4",31.6034555206687,"no",4,"Sampling","no"
23.074,74,23,"1",32.1531555168667,"no",4,"Sampling","no"
23.075,75,23,"1",32.8211920276207,"no",4,"Sampling","no"
23.076,76,23,"3",34.1401357987414,"no",4,"Sampling","no"
23.077,77,23,"3",22.2990846664251,"no",4,"Sampling","no"
24.023,23,24,"4",28.9382305672302,"no",1,"Harvest","no"
24.024,24,24,"4",24.5544038351639,"no",1,"Harvest","no"
24.025,25,24,"4",17.0893156939694,"no",1,"Harvest","selected"
24.026,26,24,"4",27.0514666878744,"no",1,"Harvest","no"
24.027,27,24,"4",28.1469528554481,"no",1,"Harvest","no"
24.028,28,24,"1",29.3070635382136,"no",1,"Harvest","no"
24.029,29,24,"1",27.0858680746653,"no",1,"Harvest","no"
24.03,30,24,"1",28.8465904064677,"no",1,"Harvest","no"
24.031,31,24,"3",31.1519814836082,"no",1,"Harvest","no"
24.032,32,24,"3",11.4764611173102,"no",1,"Harvest","selected"
24.033,33,24,"3",12.6971648954099,"no",1,"Harvest","selected"
24.034,34,24,"3",18.5135820629787,"no",1,"Harvest","no"
24.038,38,24,"4",28.3236294393734,"no",2,"Sampling","no"
24.039,39,24,"4",24.177103122559,"no",2,"Sampling","no"
24.04,40,24,"4",17.786775287869,"no",2,"Sampling","selected"
24.041,41,24,"4",26.5065278664988,"no",2,"Sampling","no"
24.042,42,24,"4",27.9076031026503,"no",2,"Sampling","no"
24.043,43,24,"1",29.0619825917313,"no",2,"Sampling","no"
24.044,44,24,"1",27.6789338648675,"no",2,"Sampling","no"
24.045,45,24,"1",28.3267577856898,"no",2,"Sampling","no"
24.046,46,24,"3",30.3641921510589,"no",2,"Sampling","no"
24.047,47,24,"3",11.0309706689996,"no",2,"Sampling","selected"
24.048,48,24,"3",10.7069295553245,"no",2,"Sampling","selected"
24.049,49,24,"3",17.6667039723687,"no",2,"Sampling","no"
24.053,53,24,"4",29.0073747979013,"no",3,"Harvest","no"
24.054,54,24,"4",24.555233091165,"no",3,"Harvest","no"
24.055,55,24,"4",17.0601554673853,"no",3,"Harvest","selected"
24.056,56,24,"4",26.9925893036291,"no",3,"Harvest","no"
24.057,57,24,"4",28.1548019570521,"no",3,"Harvest","no"
24.058,58,24,"1",29.0563193602865,"no",3,"Harvest","no"
24.059,59,24,"1",27.0826061154083,"no",3,"Harvest","no"
24.06,60,24,"1",28.8198971006785,"no",3,"Harvest","no"
24.061,61,24,"3",31.0954228064595,"no",3,"Harvest","no"
24.062,62,24,"3",11.4033096511402,"no",3,"Harvest","selected"
24.063,63,24,"3",12.5267168988724,"no",3,"Harvest","selected"
24.064,64,24,"3",18.5419691693917,"no",3,"Harvest","no"
24.068,68,24,"4",28.5106812473185,"no",4,"Sampling","no"
24.069,69,24,"4",24.46780436905,"no",4,"Sampling","no"
24.07,70,24,"4",18.1328796273954,"no",4,"Sampling","selected"
24.071,71,24,"4",26.6802142416647,"no",4,"Sampling","no"
24.072,72,24,"4",27.9723474128989,"no",4,"Sampling","no"
24.073,73,24,"1",28.9597298034162,"no",4,"Sampling","no"
24.074,74,24,"1",27.3610213813638,"no",4,"Sampling","no"
24.075,75,24,"1",28.1262869557218,"no",4,"Sampling","no"
24.076,76,24,"3",30.380502947996,"no",4,"Sampling","no"
24.077,77,24,"3",11.3871649021198,"no",4,"Sampling","selected"
25.023,23,25,"4",31.6851643543477,"no",1,"Harvest","no"
25.024,24,25,"4",29.3059610171996,"no",1,"Harvest","no"
25.025,25,25,"4",26.7053336404349,"no",1,"Harvest","no"
25.026,26,25,"4",31.819071092904,"no",1,"Harvest","no"
25.027,27,25,"4",32.0004499368453,"no",1,"Harvest","no"
25.028,28,25,"1",21.7987162205395,"no",1,"Harvest","no"
25.029,29,25,"1",23.7445254176484,"no",1,"Harvest","no"
25.03,30,25,"1",24.0496447923767,"no",1,"Harvest","no"
25.031,31,25,"1",32.1171083082249,"no",1,"Harvest","no"
25.032,32,25,"3",18.1012383598517,"no",1,"Harvest","selected"
25.033,33,25,"3",18.9598209339508,"no",1,"Harvest","no"
25.034,34,25,"3",20.6772064498041,"no",1,"Harvest","no"
25.038,38,25,"4",31.4754533538058,"no",2,"Sampling","no"
25.039,39,25,"4",29.064969697335,"no",2,"Sampling","no"
25.04,40,25,"4",27.1262867974749,"no",2,"Sampling","no"
25.041,41,25,"4",30.6815825316039,"no",2,"Sampling","no"
25.042,42,25,"1",32.0065340032283,"no",2,"Sampling","no"
25.043,43,25,"1",21.7056105173977,"no",2,"Sampling","no"
25.044,44,25,"1",23.5133479118331,"no",2,"Sampling","no"
25.045,45,25,"1",24.0036450362081,"no",2,"Sampling","no"
25.046,46,25,"1",32.0321945205292,"no",2,"Sampling","no"
25.047,47,25,"3",18.198754066851,"no",2,"Sampling","no"
25.048,48,25,"3",17.6255417299059,"no",2,"Sampling","no"
25.049,49,25,"3",21.0184705436883,"no",2,"Sampling","no"
25.053,53,25,"4",31.7810818796345,"no",3,"Harvest","no"
25.054,54,25,"4",29.341842858618,"no",3,"Harvest","no"
25.055,55,25,"4",26.6917173065147,"no",3,"Harvest","no"
25.056,56,25,"4",31.7171312359335,"no",3,"Harvest","no"
25.057,57,25,"4",31.9927698968049,"no",3,"Harvest","no"
25.058,58,25,"1",21.9005255672292,"no",3,"Harvest","no"
25.059,59,25,"1",23.6031687657609,"no",3,"Harvest","no"
25.06,60,25,"1",24.2939041659793,"no",3,"Harvest","no"
25.061,61,25,"1",32.0157764453166,"no",3,"Harvest","no"
25.062,62,25,"3",18.0287869163761,"no",3,"Harvest","selected"
25.063,63,25,"3",18.8408695695993,"no",3,"Harvest","no"
25.064,64,25,"3",20.6115903222818,"no",3,"Harvest","no"
25.068,68,25,"4",31.735934410487,"no",4,"Sampling","no"
25.069,69,25,"4",29.2752317111417,"no",4,"Sampling","no"
25.07,70,25,"4",27.2555582417405,"no",4,"Sampling","no"
25.071,71,25,"4",30.5972883003159,"no",4,"Sampling","no"
25.072,72,25,"1",31.97978945905,"no",4,"Sampling","no"
25.073,73,25,"1",21.6944466048499,"no",4,"Sampling","no"
25.074,74,25,"1",23.6922922362394,"no",4,"Sampling","no"
25.075,75,25,"1",24.0487055315958,"no",4,"Sampling","no"
25.076,76,25,"1",31.8616819983116,"no",4,"Sampling","no"
25.077,77,25,"3",18.3367984755603,"no",4,"Sampling","selected"
26.023,23,26,"2",20.0648750599249,"no",1,"Harvest","no"
26.024,24,26,"2",21.4661916742033,"no",1,"Harvest","no"
26.025,25,26,"2",27.729699157062,"no",1,"Harvest","no"
26.026,26,26,"1",25.9534939028145,"no",1,"Harvest","no"
26.027,27,26,"1",19.6091815039526,"no",1,"Harvest","selected"
26.028,28,26,"1",3.29254810624924,"no",1,"Harvest","selected"
26.029,29,26,"1",12.7907838571116,"no",1,"Harvest","selected"
26.03,30,26,"1",14.372774292429,"no",1,"Harvest","selected"
26.031,31,26,"1",25.0014066281602,"no",1,"Harvest","no"
26.032,32,26,"3",24.5564361885881,"no",1,"Harvest","no"
26.033,33,26,"3",23.8757445581989,"no",1,"Harvest","no"
26.034,34,26,"3",26.3113319394891,"no",1,"Harvest","no"
26.038,38,26,"2",21.1223127493537,"no",2,"Sampling","no"
26.039,39,26,"2",20.8039202375117,"no",2,"Sampling","no"
26.04,40,26,"2",27.4999645146702,"no",2,"Sampling","no"
26.041,41,26,"1",26.484440955549,"no",2,"Sampling","no"
26.042,42,26,"1",19.938973741096,"no",2,"Sampling","selected"
26.043,43,26,"1",5.1448525609335,"no",2,"Sampling","selected"
26.044,44,26,"1",13.5827045382031,"no",2,"Sampling","selected"
26.045,45,26,"1",14.379587941787,"no",2,"Sampling","selected"
26.046,46,26,"1",24.6727897520706,"no",2,"Sampling","no"
26.047,47,26,"3",24.6608657363366,"no",2,"Sampling","no"
26.048,48,26,"3",23.9489089329173,"no",2,"Sampling","no"
26.049,49,26,"3",26.2268340985865,"no",2,"Sampling","no"
26.053,53,26,"2",19.4130758588565,"no",3,"Harvest","no"
26.054,54,26,"2",20.9550463843467,"no",3,"Harvest","no"
26.055,55,26,"2",27.5756520273815,"no",3,"Harvest","no"
26.056,56,26,"1",25.8367285365707,"no",3,"Harvest","no"
26.057,57,26,"1",19.6450308566515,"no",3,"Harvest","selected"
26.058,58,26,"1",3.10076214521491,"no",3,"Harvest","selected"
26.059,59,26,"1",12.8218142955882,"no",3,"Harvest","selected"
26.06,60,26,"1",14.5287166747872,"no",3,"Harvest","selected"
26.061,61,26,"1",24.9525482256396,"no",3,"Harvest","no"
26.062,62,26,"3",24.5662084639238,"no",3,"Harvest","no"
26.063,63,26,"3",23.8743222793871,"no",3,"Harvest","no"
26.064,64,26,"3",26.2998852415129,"no",3,"Harvest","no"
26.068,68,26,"2",20.9502633445299,"no",4,"Sampling","no"
26.069,69,26,"2",21.0981967072999,"no",4,"Sampling","no"
26.07,70,26,"2",27.4266252192255,"no",4,"Sampling","no"
26.071,71,26,"1",26.6085705033538,"no",4,"Sampling","no"
26.072,72,26,"1",20.2360712796228,"no",4,"Sampling","selected"
26.073,73,26,"1",5.54594670313539,"no",4,"Sampling","selected"
26.074,74,26,"1",13.7727398523587,"no",4,"Sampling","selected"
26.075,75,26,"1",14.4323046016369,"no",4,"Sampling","selected"
26.076,76,26,"1",24.8209815985228,"no",4,"Sampling","no"
26.077,77,26,"3",24.7428211231306,"no",4,"Sampling","no"
